index,tag
1024,synth funk
1025,classic pop and rock
1026,folk
1026,pop
1027,aor
1027,boogie rock
1027,classic pop and rock
1027,freedom call
1027,hard rock
1027,rock
1028,acoustic rock
1028,classic pop and rock
1028,dutch
1028,hard rock
1028,heavy metal
1028,metal
1028,nederbeat
1028,pop
1028,pop rock
1028,pop/rock
1028,progressive rock
1028,rock
1029,classic pop and rock
1030,classic pop and rock
1030,r&b
1030,soul
1031,classic pop and rock
1032,american
1032,aor
1032,classic pop and rock
1032,hard rock
1032,jazz
1032,jazz-rock
1032,pop
1032,pop rock
1032,rock
1032,soft rock
1033,adult contemporary
1033,british
1033,classic pop and rock
1033,elton-john
1033,english
1033,glam rock
1033,piano rock
1033,pop
1033,pop rock
1033,pop/rock
1033,rock
1033,singer/songwriter
1033,uk
1034,british
1034,classic pop and rock
1034,english
1034,uk
1034,united kingdom
1035,classic pop and rock
1035,r&b
1035,soul
1036,24 nights
1036,acoustic blues
1036,blues
1036,blues rock
1036,british
1036,british blues
1036,clapton
1036,classic pop and rock
1036,eric clapton
1036,hard rock
1036,has german audiobooks
1036,pop
1036,pop rock
1036,pop/rock
1036,psychedelic rock
1036,reggae
1036,rock
1037,00s
1037,60s
1037,70s
1037,80s
1037,90s
1037,british
1037,classic pop and rock
1037,classical
1037,composer
1037,english
1037,folk
1037,male vocalists
1037,pop
1037,pop rock
1037,pop/rock
1037,rock
1037,rock & roll
1037,rock and roll
1037,singer-songwriter
1037,singer/songwriter
1037,standards
1037,the beatles
1037,uk
1037,united kingdom
1037,western classical music
1038,adult contemporary
1038,british
1038,classic pop and rock
1038,elton-john
1038,english
1038,glam rock
1038,piano rock
1038,pop
1038,pop rock
1038,pop/rock
1038,rock
1038,singer/songwriter
1038,uk
1039,canadian
1039,classic pop and rock
1039,country
1039,pop
1040,00s
1040,10s
1040,70s
1040,80s
1040,90s
1040,classic pop and rock
1040,experimental
1040,guitar
1040,male vocalists
1040,producer
1040,rock
1040,singer-songwriter
1041,american
1041,folk
1041,singer/songwriter
1042,classic pop and rock
1043,contemporary r&b
1043,funk
1043,pop
1043,pop soul
1043,rhythm & blues
1043,rock and indie
1043,soul
1044,00s
1044,60s
1044,70s
1044,80s
1044,90s
1044,british
1044,classic pop and rock
1044,classical
1044,composer
1044,english
1044,folk
1044,male vocalists
1044,pop
1044,pop rock
1044,pop/rock
1044,rock
1044,rock & roll
1044,rock and roll
1044,singer-songwriter
1044,singer/songwriter
1044,standards
1044,the beatles
1044,uk
1044,united kingdom
1044,western classical music
1045,classic pop and rock
1046,australian
1046,british
1046,classic pop and rock
1047,american
1047,aor
1047,classic pop and rock
1047,hard rock
1047,jazz
1047,jazz-rock
1047,pop
1047,pop rock
1047,rock
1047,soft rock
1048,punk
1048,turkey
1049,american
1050,classic pop and rock
1051,adult contemporary
1051,british
1051,classic pop and rock
1051,elton-john
1051,english
1051,glam rock
1051,piano rock
1051,pop
1051,pop rock
1051,pop/rock
1051,rock
1051,singer/songwriter
1051,uk
1052,classic pop and rock
1053,american
1053,contemporary r&b
1053,disco
1053,funk
1053,hip hop rnb and dance hall
1053,jazz
1053,pop soul
1053,r&b
1053,rnb
1053,september
1053,smooth soul
1053,soul
1054,alternative rock
1054,art pop
1054,art rock
1054,blue-eyed soul
1054,britannique
1054,british
1054,classic pop and rock
1054,english
1054,experimental
1054,experimental rock
1054,glam rock
1054,pop
1054,pop rock
1054,pop/rock
1054,post-disco
1054,psychedelic pop
1054,rock
1054,soul
1054,uk
1055,classic pop and rock
1056,american
1056,country
1056,country folk
1056,death by airplane
1056,folk
1056,folk rock
1056,pop
1056,pop folk
1056,rock
1056,rock and roll
1057,baroque pop
1057,blue-eyed soul
1057,british
1057,classic pop and rock
1057,dance
1057,disco
1057,english
1057,pop
1057,pop rock
1057,psychedelic pop
1057,soft rock
1057,uk
1058,death by breast cancer
1058,rock and indie
1059,disco
1059,jamaican
1059,pop soul
1059,soul
1060,classic pop and rock
1061,american
1061,classic pop and rock
1061,folk
1062,british
1062,classic pop and rock
1062,miss sun
1062,scottish
1062,uk
1063,classic pop and rock
1064,maloya electronic
1065,contemporary r&b
1065,funk
1065,pop
1065,pop soul
1065,rhythm & blues
1065,rock and indie
1065,soul
1066,australian
1066,pop
1067,funk
1068,adult contemporary
1068,baroque pop
1068,classic pop and rock
1068,country pop
1068,easy listening
1068,pop
1069,adult contemporary
1069,folk pop
1069,folk rock
1069,pop rock
1069,soft rock
1069,west coast rock
1070,adult contemporary
1070,british
1070,classic pop and rock
1070,elton-john
1070,english
1070,glam rock
1070,piano rock
1070,pop
1070,pop rock
1070,pop/rock
1070,rock
1070,singer/songwriter
1070,uk
1071,american
1071,easy listening soundtracks and musicals
1071,popular
1071,rock
1071,soft rock
1072,australian
1072,british
1072,classic pop and rock
1073,american
1073,easy listening soundtracks and musicals
1073,popular
1073,rock
1073,soft rock
1074,american
1074,contemporary folk
1074,folk
1074,folk rock
1074,singer/songwriter
1075,malaysia
1075,rock
1076,art pop
1076,art rock
1076,british
1076,classic pop and rock
1076,classic rock
1076,english
1076,pop
1076,pop reggae
1076,pop rock
1076,progressive pop
1076,rock
1076,soft rock
1076,uk
1077,country pop
1077,pop
1077,rock & roll
1078,american
1078,classic pop and rock
1078,country
1078,folk
1078,max
1079,american
1079,classic pop and rock
1079,disco
1079,easy listening
1079,funk
1079,pop
1079,pop soul
1079,smooth soul
1079,soul
1080,australian
1080,british
1080,classic pop and rock
1081,american
1081,classic pop and rock
1081,country
1081,folk
1081,max
1082,death by brain hemorrhage
1083,classic pop and rock
1084,american
1084,contemporary r&b
1084,disco
1084,funk
1084,hip hop rnb and dance hall
1084,jazz
1084,pop soul
1084,r&b
1084,rnb
1084,september
1084,smooth soul
1084,soul
1085,american
1085,aor
1085,arena rock
1085,hard rock
1085,pop rock
1085,progressive rock
1085,rock
1085,rock opera
1086,american
1086,blues rock
1086,hard rock
1086,heavy psych
1086,pop rock
1086,rock
1087,american
1087,amos lee
1087,classic pop and rock
1087,garage rock
1087,glam rock
1087,hard rock
1087,heavy metal
1087,love's a loaded gun
1087,metal
1087,new wave
1087,pop rock
1087,psychedelic rock
1087,rock
1087,shock rock
1088,classic pop and rock
1088,dance-pop
1088,disco
1088,funk
1088,pop
1088,pop soul
1089,aor
1089,blues rock
1089,british
1089,classic pop and rock
1089,english
1089,hard rock
1089,production music
1089,rock
1089,uk
1090,acoustic
1090,american
1090,classic pop and rock
1090,country
1090,folk
1090,folk pop
1090,folk rock
1090,pop rock
1090,rnb
1090,rock
1090,singer/songwriter
1090,soft rock
1090,sweet baby james
1091,rock
1092,british
1092,classic pop and rock
1092,miss sun
1092,scottish
1092,uk
1093,classic pop and rock
1094,canadian
1094,easy listening soundtracks and musicals
1095,american
1095,blues rock
1095,hard rock
1095,heavy psych
1095,pop rock
1095,rock
1096,disco
1096,philadelphia soul
1096,rhythm and blues
1097,rock and indie
1098,5099995588322
1098,70s
1098,80s
1098,arena rock
1098,art rock
1098,british
1098,classic pop and rock
1098,electronic
1098,electronica
1098,english
1098,pop
1098,pop rock
1098,pop/rock
1098,progressive rock
1098,rock
1098,symphonic prog
1098,symphonic rock
1098,uk
1099,adult contemporary
1099,folk pop
1099,folk rock
1099,pop rock
1099,soft rock
1099,west coast rock
1100,classic pop and rock
1101,blues rock
1101,british
1101,classic pop and rock
1101,english
1101,folk
1101,folk rock
1101,hard rock
1101,progressive rock
1101,rock
1101,uk
1102,british
1102,english
1102,songs
1102,uk
1103,adult contemporary
1103,british
1103,classic pop and rock
1103,elton-john
1103,english
1103,glam rock
1103,piano rock
1103,pop
1103,pop rock
1103,pop/rock
1103,rock
1103,singer/songwriter
1103,uk
1104,country
1104,novelty song
1104,pop
1105,classic pop and rock
1106,adult contemporary
1106,baroque pop
1106,classic pop and rock
1106,country pop
1106,easy listening
1106,pop
1107,british
1107,classic pop and rock
1107,english
1107,uk
1107,united kingdom
1108,classic pop and rock
1109,malaysia
1109,rock
1110,adult contemporary
1110,british
1110,classic pop and rock
1110,elton-john
1110,english
1110,glam rock
1110,piano rock
1110,pop
1110,pop rock
1110,pop/rock
1110,rock
1110,singer/songwriter
1110,uk
1111,death by heart attack
1112,disco
1112,funk
1112,soul
1113,classic pop and rock
1114,american
1114,classic
1114,classic pop and rock
1114,contemporary folk
1114,folk
1114,folk pop
1114,folk rock
1114,paul-simon
1114,pop
1114,pop rock
1114,pop/rock
1114,rock
1114,singer/songwriter
1114,various artists
1114,world
1115,blue-eyed soul
1115,dance rock
1116,american
1116,easy listening soundtracks and musicals
1116,popular
1116,rock
1116,soft rock
1117,adult contemporary
1117,american
1117,classic pop and rock
1117,contemporary r&b
1117,disco
1117,jazz
1117,pop
1117,pop soul
1117,rnb
1117,soul
1118,classic pop and rock
1118,soft rock
1119,classic pop and rock
1120,classic pop and rock
1121,british
1121,classic pop and rock
1121,disco
1121,english
1121,funk
1121,pop
1121,pop soul
1121,rhythm & blues
1121,soul
1121,uk
1122,aor
1122,hard rock
1122,rock
1122,rock and roll
1122,soft rock
1123,classic pop and rock
1123,dance-pop
1123,disco
1123,funk
1123,pop
1123,pop soul
1124,classic pop and rock
1125,classic pop and rock
1126,funk
1127,baroque pop
1127,blue-eyed soul
1127,british
1127,classic pop and rock
1127,dance
1127,disco
1127,english
1127,pop
1127,pop rock
1127,psychedelic pop
1127,soft rock
1127,uk
1128,classic pop and rock
1128,death by brain cancer
1128,death by lung cancer
1129,alternative rock
1129,art pop
1129,art rock
1129,blue-eyed soul
1129,britannique
1129,british
1129,classic pop and rock
1129,english
1129,experimental
1129,experimental rock
1129,glam rock
1129,pop
1129,pop rock
1129,pop/rock
1129,post-disco
1129,psychedelic pop
1129,rock
1129,soul
1129,uk
1130,american
1131,country
1131,country pop
1131,country rock
1131,soft rock
1132,death by cancer
1133,aor
1133,classic pop and rock
1133,pop
1133,pop rock
1134,american
1135,american
1135,aor
1135,classic pop and rock
1135,hard rock
1135,jazz
1135,jazz-rock
1135,pop
1135,pop rock
1135,rock
1135,soft rock
1136,classic pop and rock
1137,british
1137,classic pop and rock
1137,english
1137,uk
1138,american
1138,blues rock
1138,classic pop and rock
1138,classic rock. blues rock
1138,hard rock
1138,heavy metal
1138,medley a b
1138,metal
1138,pop rock
1138,rock
1138,soft rock
1139,classic pop and rock
1139,r&b
1139,soul
1140,american
1140,band
1140,blues
1140,blues rock
1140,british
1140,british blues
1140,classic pop and rock
1140,fleetwood mac
1140,jam band
1140,pop
1140,pop rock
1140,pop/rock
1140,rock
1140,soft rock
1141,canadian
1141,easy listening soundtracks and musicals
1142,bland
1142,british
1142,classic pop and rock
1142,english
1142,eurovision
1142,pop
1142,rock
1142,rock and roll
1142,satanic
1142,uk
1143,blue-eyed soul
1143,blues
1143,blues rock
1143,country rock
1144,134a
1144,bach
1144,baroque
1144,cantata 147
1144,classical
1144,composer
1144,european
1144,german
1144,german composer
1144,latin
1144,mathäuspassion
1144,messe h-moll
1144,organist
1144,six
1144,vox
1144,wagner
1145,american
1145,contemporary r&b
1145,disco
1145,funk
1145,hip hop rnb and dance hall
1145,jazz
1145,pop soul
1145,r&b
1145,rnb
1145,september
1145,smooth soul
1145,soul
1146,classic pop and rock
1147,american
1148,british
1148,bubblegum
1148,classic pop and rock
1148,pop
1148,pop rock
1148,power pop
1148,scottish
1148,soft rock
1148,teen pop
1148,uk
1149,adult contemporary
1149,british
1149,classic pop and rock
1149,elton-john
1149,english
1149,glam rock
1149,piano rock
1149,pop
1149,pop rock
1149,pop/rock
1149,rock
1149,singer/songwriter
1149,uk
1150,rock and indie
1151,malaysia
1151,rock
1152,american
1152,hip hop rnb and dance hall
1152,jazz
1152,jazz pop
1152,jazz-funk
1152,rnb
1152,smooth jazz
1152,smooth soul
1152,soul jazz
1153,5099995588322
1153,70s
1153,80s
1153,arena rock
1153,art rock
1153,british
1153,classic pop and rock
1153,electronic
1153,electronica
1153,english
1153,pop
1153,pop rock
1153,pop/rock
1153,progressive rock
1153,rock
1153,symphonic prog
1153,symphonic rock
1153,uk
1154,actor
1155,american
1155,band
1155,blues
1155,blues rock
1155,british
1155,british blues
1155,classic pop and rock
1155,fleetwood mac
1155,jam band
1155,pop
1155,pop rock
1155,pop/rock
1155,rock
1155,soft rock
1156,1
1156,60s
1156,80s
1156,a filk artist
1156,adult alternative pop rock
1156,art pop
1156,art rock
1156,bbc
1156,beat music
1156,blues rock
1156,boys band
1156,british
1156,british invasion
1156,british psychedelia
1156,british rhythm & blues
1156,britpop
1156,classic pop and rock
1156,classical pop
1156,english
1156,experimental
1156,folk pop
1156,folk rock
1156,folk-rock
1156,hair metal
1156,hard rock
1156,heavy metal
1156,indie rock
1156,instrumental pop
1156,liverpool
1156,male vocalists
1156,merseybeat
1156,one beatles
1156,orchestral
1156,orchestral pop
1156,overrated
1156,parlophone
1156,pop
1156,pop rock
1156,pop-metal
1156,pop-rock
1156,pop/rock
1156,progressive rock
1156,psychedelic
1156,psychedelic pop
1156,psychedelic rock
1156,rhythm & blues
1156,rock
1156,rock & roll
1156,rock and roll
1156,rock roll
1156,singer songwriter
1156,sunshine pop
1156,the-beatles
1156,tribute albums
1156,uk
1156,united kingdom
1157,baroque pop
1157,blue-eyed soul
1157,british
1157,classic pop and rock
1157,dance
1157,disco
1157,english
1157,pop
1157,pop rock
1157,psychedelic pop
1157,soft rock
1157,uk
1158,american
1158,contemporary r&b
1158,disco
1158,funk
1158,hip hop rnb and dance hall
1158,jazz
1158,pop soul
1158,r&b
1158,rnb
1158,september
1158,smooth soul
1158,soul
1159,blue-eyed soul
1159,dance rock
1160,american
1160,américain
1160,b7005bb9-fcd9-4d06-8c39-c5ef11275ef1
1160,baroque pop
1160,classic pop and rock
1160,pop
1160,pop rock
1160,pop/rock
1160,psychedelic pop
1160,psychedelic rock
1160,rock
1160,rock and roll
1160,sunshine pop
1160,surf
1160,surf rock
1160,today
1160,usa
1161,rock
1162,b00138f5lm
1162,classic pop and rock
1163,blues rock
1163,boogie rock
1163,hard rock
1164,disco
1164,pop
1164,rnb
1164,soul
1165,british
1165,classic pop and rock
1165,english
1165,uk
1166,pop and chart
1167,british
1167,bubblegum
1167,classic pop and rock
1167,pop
1167,pop rock
1167,power pop
1167,scottish
1167,soft rock
1167,teen pop
1167,uk
1168,funk
1168,funkadelic
1168,p-funk
1168,psychedelic soul
1168,synth funk
1169,american
1169,easy listening soundtracks and musicals
1169,popular
1169,rock
1169,soft rock
1170,pop
1171,celtic rock
1171,classic pop and rock
1171,hard rock
1171,heavy metal
1171,pop rock
1171,rock
1172,blues rock
1172,country rock
1172,pop
1172,pop rock
1172,pop/rock
1172,psychedelic rock
1172,rock
1172,rock and indie
1173,classic pop and rock
1174,blues rock
1174,british
1174,easy listening soundtracks and musicals
1174,english
1174,folk rock
1174,pop
1174,pop rock
1174,pop/rock
1174,rock
